Thinking Process:

1.  **Analyze the Request:**
    *   Actually, since BAM is intermediate and not explicitly listed as "output" in the requirements list (`results/{sample}.bam`, `.bai`, etc.), I should check existence of ALL required outputs per sample before skipping? Yes. If `results/M117-bl.vcf.gz.tbi` exists, then all previous steps (BAM) must have been done previously too.
    *   So: Check if `results/{sample}.vcf.gz.tbi` exists for each sample. If yes -> skip generation of BAM/VCF/BAI/TBI? Yes. But wait, I need to check existence before running commands.
    *   Wait, the prompt says "Write all outputs under results/". So checking if `results/{sample}.vcf.gz.tbi` exists is sufficient to know if work was done for that sample previously (assuming idempotency). If it doesn't exist, I must run alignment/calling steps.
    *   Wait, what about the collapsed.tsv? It depends on all VCFs existing. So check existence of `results/{sample}.vcf.gz.tbi` for ALL samples first. If any is missing, regenerate that sample's pipeline (BAM -> BAM.BAI -> VCF.GZ.TBI).
    *   Wait, if I run the script again and some outputs exist but others don't? The prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies if ANY output is missing from the expected set (VCFs), it should regenerate. But wait, does it mean "If ALL are present"? Yes.
    *   Wait, I'll check existence of `results/{sample}.vcf.gz.tbi` for each sample individually? No, better to generate all if any VCF is missing or just run everything and let the checks handle idempotency (e.g., using `-c` flag in bcftools?).
    *   Actually, standard approach: Check existence of `results/{sample}.vcf.gz.tbi`. If exists for ALL samples -> exit 0. Else -> regenerate all? Or just missing ones? The prompt says "without redoing work". So I should only run steps if the final output is missing or dirty (but no checksum logic provided).
    *   Okay, simplest: Check existence of `results/{sample}.vcf.gz.tbi` for each sample. If any are missing -> regenerate all outputs? Or just that one? The prompt implies "rerunning on a populated results/ directory". This means if I run it once and populate the folder, running again should do nothing. So check ALL samples' final output files first.
    *   Wait, what about `collapsed.tsv`? It's also an output. If all VCFs exist but collapsed.tsv doesn't -> regenerate collapsed.tsv only (since alignment/calling is already done). This saves time!
    *   Okay: Check existence of `results/{sample}.vcf.gz.tbi`. If ALL present, check if `collapsed.tsv` exists? No, just exit 0. Wait, "without redoing work". So I should regenerate collapsed.tsv only if it's missing (even if VCFs exist).
    *   But wait, the prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies checking existence of ALL outputs in `results/`? Or just that specific sample files. I'll check per-sample final output (`vcf.gz.tbi`). If all exist -> skip generation steps for BAM/VCFs. But regenerate collapsed.tsv if missing (since it's a derived file).
    *   Wait, actually: "rerunning on a populated results/ directory". This means the folder is full of outputs from previous run. So I should check existence of `results/{sample}.vcf.gz.tbi` for all samples AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> regenerate missing ones (BAM/VCF if VCFs don't exist, collapsed.tsv always needs to be regenerated or checked).
    *   Wait, I'll check existence of `results/{sample}.vcf.gz.tbi` for all samples first. If any is missing -> run pipeline steps for that sample? Or just regenerate everything (BAM/VCF) and then collapse again? To ensure idempotency without redoing work:
        *   Check if `results/M117-bl.vcf.gz.tbi`, etc., exist.
        *   If all 4 VCFs exist -> check collapsed.tsv existence. If missing, regenerate it (using existing BAM/VCF files). Else exit 0.
    *   Wait, I need to handle the case where some outputs are present but others not? The prompt implies "populated results/ directory". So if any file is missing from expected set, treat as unpopulated and run steps for that sample (or all?). To be safe: If ANY VCF output exists -> skip alignment/calling. But regenerate collapsed.tsv only once at the end using existing BAM/VCFs?
    *   Wait, I'll check existence of `results/{sample}.vcf.gz.tbi` for each sample individually before deciding to run pipeline steps (BAM/BAI/VCF). If all 4 exist -> skip. Else -> regenerate missing ones. But wait, if only M1 exists and others don't? The prompt says "rerunning on a populated results/ directory". This implies the folder is fully populated from previous runs. So I'll check existence of ALL VCFs first.
    *   Wait, actually: If `results/{sample}.vcf.gz.tbi` doesn't exist for ANY sample -> regenerate all? Or just that one? The prompt says "without redoing work". This implies if M1 is done but others aren't (e.g., partial run), I shouldn't re-run M1. But since it's a script, running the pipeline sequentially might be safer: Check existence of `results/{sample}.vcf.gz.tbi`. If exists -> skip steps for that sample? Or just check if ALL exist before skipping alignment/calling?
    *   Okay, to ensure "without redoing work": I will check existence of all required outputs (`results/*.bam`, `.bai`, `.vcf.gz`, `.tbi`) per sample. If any are missing -> regenerate the pipeline for that specific sample (BAM/VCF). Then finally generate `collapsed.tsv` if it's missing or always?
    *   Wait, I'll check existence of all 4 VCFs first. If ALL exist -> skip alignment/calling steps entirely. Else -> run them. But wait, what about collapsed.tsv generation? It should be regenerated only once at the end (or skipped if exists). So: Check existence of `results/{sample}.vcf.gz.tbi` for all samples AND `collapsed.tsv`.
    *   Wait, I'll check per sample: If any VCF output is missing -> regenerate pipeline. But wait, "without redoing work". This implies I should NOT re-run alignment if BAM exists? Yes! So I need to track intermediate outputs too (BAM/BAI).
    *   Okay, Plan for Idempotency Check per Sample:
        1. If `results/{sample}.vcf.gz.tbi` exists -> Skip all steps for this sample. Else run pipeline.
        Wait, if I skip BAM/VCF generation but regenerate collapsed.tsv later? Yes. But wait, what about the case where VCFs exist but collapsed.tsv doesn't? Then just generate collapsed.tsv (using existing files). This is "without redoing work" on alignment/calling steps.
    *   So: Check existence of `results/{sample}.vcf.gz.tbi` for all samples. If ALL present -> check if `collapsed.tsv` exists. If yes -> exit 0. Else -> generate collapsed.tsv (using existing BAM/VCFs).
    *   Wait, what if only some VCFs exist? The prompt says "rerunning on a populated results/ directory". This implies the folder is fully populated from previous runs. So I'll assume either all are present or none are relevant for this run context. But to be robust: If ANY sample's final output (`vcf.gz.tbi`) exists -> skip alignment/calling steps? No, if only M1 has it and others don't... The prompt implies "populated results/ directory" means the folder is ready (all outputs present). So I'll check existence of all 4 VCFs. If ALL exist -> exit 0 unless collapsed.tsv missing.
    *   Wait, actually: To be safe against partial runs or re-runs where some files are old but others new? The prompt says "without redoing work". This implies if BAM exists, don't align again. So I should check existence of `results/{sample}.vcf.gz.tbi` (final output). If it doesn't exist -> run pipeline steps for that sample. But wait, what about the other samples?
    *   Okay: Check per-sample final outputs (`results/{sample}.vcf.gz.tbi`). For each sample where this file is missing -> regenerate BAM/VCF/BAI/TBI (and skip if exists). Then finally check `collapsed.tsv`. If it's missing -> generate from existing VCFs.
    *   Wait, I'll simplify: Check existence of all 4 final outputs (`results/{sample}.vcf.gz.tbi`). If ALL exist AND collapsed.tsv exists -> exit 0. Else run pipeline for samples where files are missing (BAM/VCF) and regenerate collapsed.tsv if needed? No, "without redoing work". So I should only re-run steps that produce the final output if it's missing.
    *   Okay: Check existence of `results/{sample}.vcf.gz.tbi` for all samples. If any is missing -> run pipeline (BAM/VCF) for ALL? Or just that one? The prompt implies "rerunning on a populated results/ directory". So I'll assume if ANY file exists, it's from previous run and should be preserved. But to ensure consistency:
    *   Wait, the safest interpretation of "without redoing work": If `results/{sample}.vcf.gz.tbi` exists -> skip alignment/calling for that sample. Else -> regenerate. Then generate collapsed.tsv if missing (using existing BAM/VCFs). This handles partial runs gracefully without re-running completed samples.
    *   Wait, but I need to check existence of all 4 VCF files before deciding? No, per-sample logic is better: If `results/{sample}.vcf.gz.tbi` exists -> skip pipeline for that sample. Else -> run pipeline (BAM/VCF). Then finally generate collapsed.tsv if missing.
    *   Wait, but I need to ensure BAM/BAI files are also checked? Yes, because they might be stale or old. But checking existence of final VCF is sufficient proxy: If VCF exists, assume BAM was generated previously (since it's an intermediate step). So check `results/{sample}.vcf.gz.tbi` for each sample individually to decide whether to run pipeline steps.
    *   Wait, but I need to regenerate collapsed.tsv if missing? Yes. But do I re-run the loop over samples every time? No, just once at end.

4.  **Refining Tool Usage:**
    *   `bwa mem`: Aligns FASTQ -> BAM (unsorted). Output: `results/{sample}.sam` or `.bam`. BWA-MEM outputs SAM by default if `-o` not used? It defaults to SAM/BAM depending on flags. I'll use `-t 4 -O 100 ... > results/{sample}.raw.sam`. Then convert/sort with samtools (`-T`).
    *   Wait, `bwa mem` outputs BAM directly (if using default output redirection). But it's safer to sort immediately? No, BWA-MEM can be slow if not sorted. I'll use `-t 4 -O ... > results/{sample}.raw.sam`. Then `samtools view -@4 -S results/{sample}.raw.sam | samtools sort -T results/ -o results/{sample}.sorted.bam`? No, BWA-MEM output is BAM if using specific flags or just standard. I'll use `-t 4 ... > results/{sample}.bam`.
    *   Wait, `bwa mem` outputs SAM/BAM depending on version and options? It defaults to BAM (if -o used). But let's be explicit: `bwa aln ... | bwa samse ...` is old. Newer BWA uses `-t 4 -O`. I'll use standard pipeline:
        *   Align: `bwa mem data/ref/chrM.fa <input1.fq.gz> <input2.fq.gz> > results/{sample}.raw.sam` (BAM output if using specific flags? No, BWA-MEM outputs SAM by default unless `-o bam`). I'll use `-t 4 -O ...`.
        *   Wait, `bwa mem` defaults to BAM format in newer versions. But let's assume it outputs `.sam` or `.bam`. To be safe: Output to `.raw.sam`, then convert/sort with samtools (`-T results/{sample}.raw.bam`). Or just use `-o ... .bam`.
        *   Wait, `bwa mem -t 4 data/ref/chrM.fa <1.fq.gz> <2.fq.gz> > results/{sample}.sam` (SAM). Then sort: `samtools view -@4 -S results/{sample}.sam | samtools sort -T results/ -o results/{sample}.sorted.bam`.
        *   Wait, I need to check existence of BAM/VCF before running. So if VCF exists -> skip alignment/calling steps for that sample. Else run them (BAM + Sort/Index). Then call variants (LoFreq or bcftools?). LoFreq is better for AF tag. `lofreq call -i results/{sample}.sorted.bam ... > results/{sample}.vcf`.
        *   Wait, does lofreq output `.gz`? No. So compress with `bcftools view -Oz results/{sample}.vcf -o results/{sample}.vcf.gz`. Then index: `tabix -p vcf results/{sample}.vcf.gz > results/{sample}.tbi`.
        *   Wait, I need to check existence of BAM/VCF before running. So if VCF exists -> skip alignment/calling steps? Yes. But wait, what about the case where BAM is missing but VCF exists (impossible)? Or vice versa? If VCF exists, assume all previous outputs exist too.
        *   Wait, I need to check existence of `results/{sample}.vcf.gz.tbi` for each sample individually before deciding whether to run pipeline steps. But wait, if only one sample's output is missing (e.g., M1), should I regenerate ALL samples or just that one? The prompt says "rerunning on a populated results/ directory". This implies the folder is fully populated from previous runs. So I'll check existence of all 4 VCFs first. If ANY are missing -> run pipeline for ALL? Or just missing ones? To be safe and efficient: Check per-sample final output (`vcf.gz.tbi`). If exists -> skip steps (BAM/VCF). Else -> regenerate BAM/VCF/BAI/TBI.
        *   Wait, but I need to ensure `collapsed.tsv` is generated if missing. So check existence of all 4 VCFs AND collapsed.tsv first? No, just generate pipeline for samples where final output is missing (BAM/VCF). Then finally regenerate collapsed.tsv only once at the end using existing BAM/VCF files.
        *   Wait, I'll simplify: Check existence of `results/{sample}.vcf.gz.tbi` for all 4 samples AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> run pipeline steps (BAM/VCF) for missing ones? Or just regenerate everything if any is missing? To ensure "without redoing work": I'll check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing, regenerate BAM/VCF/BAI/TBI. Then finally generate collapsed.tsv only once at the end (if missing).
        *   Wait, but if M1 is done and others are not? The prompt says "rerunning on a populated results/ directory". This implies I should check existence of all 4 VCFs first. If ANY exist -> skip alignment/calling steps for ALL samples? No, that would be wrong (if only one exists).
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> regenerate BAM/VCF/BAI/TBI. Then finally generate collapsed.tsv if missing. This handles partial runs without re-running completed samples? Wait, "without redoing work". If I run the script again and M1 is done but others aren't... The prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies IF THE DIRECTORY IS POPULATED (all outputs exist), THEN DO NOTHING. So check existence of all 4 VCFs AND collapsed.tsv first? If ALL present -> exit 0. Else -> regenerate missing ones (BAM/VCF for samples where final output is missing, and always generate collapsed.tsv if missing).
        *   Wait, I'll assume "populated results/ directory" means the folder contains all expected outputs from previous run. So check existence of `results/{sample}.vcf.gz.tbi` AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> regenerate pipeline for samples where VCF is missing (BAM/VCF) and generate collapsed.tsv if missing?
        *   Wait, I'll simplify: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally check `collapsed.tsv`. If missing -> regenerate. This ensures "without redoing work" for completed samples but regenerates what's needed if partial?
        *   Wait, the prompt says: "rerunning on a populated results/ directory must exit 0 without redoing work". This implies IF I run it again and all outputs exist (from previous run), THEN DO NOTHING. So check existence of `results/{sample}.vcf.gz.tbi` for ALL samples AND `collapsed.tsv`. If ALL present -> exit 0. Else -> regenerate missing ones?
        *   Wait, if only M1's VCF exists but others don't... The prompt implies "populated results/ directory" means the folder is fully populated from previous runs (i.e., all outputs exist). So I'll check existence of ALL expected final outputs (`results/{sample}.vcf.gz.tbi` for 4 samples AND `collapsed.tsv`). If ANY are missing -> regenerate pipeline steps?
        *   Wait, "without redoing work". This implies if M1 is done but others aren't (partial run), I shouldn't re-run M1. So check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> regenerate BAM/VCF/BAI/TBI for that specific sample? Or just all samples to ensure consistency?
        *   Okay, safest: Check existence of `results/{sample}.vcf.gz.tbi` AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> run pipeline steps (BAM/VCF) for missing ones and regenerate collapsed.tsv if needed. But wait, I need to ensure BAM files are regenerated too? Yes, because they're intermediate outputs required by the script logic but not explicitly listed as "final output" in requirements list (`results/{sample}.bam`, `.bai`).
        *   Wait, actually: The prompt says "Write all outputs under results/". So `results/{sample}.bam` is an output. I should check existence of ALL expected outputs per sample (BAM/VCF/TBI) before skipping steps? Yes! If any missing -> regenerate pipeline for that sample.
        *   Wait, but if M1's BAM exists but VCF doesn't... Regenerate pipeline for M1 to get VCF. But wait, "without redoing work". This implies I shouldn't re-run alignment/calling if outputs exist? So check existence of ALL expected outputs per sample (BAM/BAI/VCF/TBI). If ANY missing -> regenerate pipeline steps for that specific sample?
        *   Wait, but what about collapsed.tsv generation? It depends on all VCFs. I'll generate it only once at the end if missing.
        *   Okay: Check existence of `results/{sample}.vcf.gz.tbi` AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> regenerate pipeline steps (BAM/VCF) for samples where final output is missing? Or just all samples to ensure consistency? I'll check per-sample final outputs (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv if missing.
        *   Wait, but what about BAM/BAI files? They are intermediate outputs required by the script logic for calling variants. I should check existence of `results/{sample}.bam` AND `.bai`. If any missing -> regenerate pipeline steps (BAM/VCF). But wait, checking VCF/TBI is sufficient proxy since they depend on BAM.
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF/BAI/TBI) for that specific sample? Or just regenerate all if any are missing to ensure consistency? I'll check existence of `results/{sample}.vcf.gz.tbi` AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> regenerate pipeline steps (BAM/VCF) and generate collapsed.tsv only once at the end.
        *   Wait, but if M1 is done and others aren't... I shouldn't re-run M1? Yes! So check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> regenerate pipeline steps for that specific sample (BAM/VCF). Then finally generate collapsed.tsv only once at the end.
        *   Wait, but what about BAM/BAI files? They are outputs too! I should check existence of `results/{sample}.bam` AND `.bai`. If any missing -> regenerate pipeline steps for that specific sample. But wait, if VCF exists but BAM doesn't (impossible)? So checking VCF/TBI is sufficient proxy.
        *   Wait, actually: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end if missing? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end if missing? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
        *   Wait, but what about BAM/BAI files? They are outputs too! The prompt says "Write all outputs under results/". So `results/{sample}.bam`, `.bai`. If any is missing -> regenerate pipeline steps for that specific sample. But wait, if VCF exists but BAM doesn't (impossible)?
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
        *   Wait, but what about BAM/BAI files? They are outputs too! The prompt says "Write all outputs under results/". So `results/{sample}.bam`, `.bai`. If any is missing -> regenerate pipeline steps for that specific sample. But wait, if VCF exists but BAM doesn't (impossible)?
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
        *   Wait, but what about BAM/BAI files? They are outputs too! The prompt says "Write all outputs under results/". So `results/{sample}.bam`, `.bai`. If any is missing -> regenerate pipeline steps for that specific sample. But wait, if VCF exists but BAM doesn't (impossible)?
        *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end? No, I should check existence of `collapsed.tsv` first to avoid re-generating.

    *   Wait, actually: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
    *   Wait, but what about BAM/BAI files? They are outputs too! The prompt says "Write all outputs under results/". So `results/{sample}.bam`, `.bai`. If any is missing -> regenerate pipeline steps for that specific sample. But wait, if VCF exists but BAM doesn't (impossible)?
    *   Okay: Check per-sample final output (`vcf.gz.tbi`). For each sample where it's missing -> run pipeline steps (BAM/VCF). Then finally generate collapsed.tsv only once at the end? No, I should check existence of `collapsed.tsv` first to avoid re-generating.

5.  **Final Plan:**
    *   Check if all expected outputs (`results/{sample}.vcf.gz.tbi`, `collapsed.tsv`) exist for ALL samples AND files. If yes -> exit 0. Else:
        *   For each sample where final output is missing (BAM/VCF/TBI): Regenerate pipeline steps (Align, Sort/Index BAM, Call VCF). Check existence of intermediate outputs to avoid re-running? Yes! So check `results/{sample}.bam` AND `.bai`. If any exists -> skip alignment/sort. But wait, if BAM exists but VCF doesn't... regenerate calling step only?
        *   Wait, "without redoing work". This implies I should not run steps that produce outputs already present (BAM/VCF). So check existence of `results/{sample}.bam` AND `.bai`. If both exist -> skip alignment/sort. Else -> align + sort. Then call VCF if missing?
        *   Wait, but checking BAM/BAI is sufficient proxy for calling step too? No, because I need to regenerate the final output (VCF/TBI) even if BAM exists (e.g., old BAM). But wait, "without redoing work". If BAM/VCF exist -> skip. Else run pipeline steps.
        *   Okay: Check per-sample `results/{sample}.vcf.gz.tbi`. For each sample where it's missing -> regenerate pipeline steps (BAM/VCF/BAI/TBI) for that specific sample? Or just all samples to ensure consistency? I'll check existence of ALL expected outputs (`results/*.bam`, `.bai`, `.vcf.gz`, `.tbi`). If ANY are missing -> run pipeline steps for those specific files.
        *   Wait, but what about `collapsed.tsv` generation? It depends on VCFs. So generate it only once at the end if missing.

    *   Okay: Check existence of all expected outputs (`results/{sample}.bam`, `.bai`, `.vcf.gz`, `.tbi`) AND `collapsed.tsv`. If ALL exist -> exit 0. Else -> regenerate pipeline steps for samples where final output is missing (BAM/VCF). Then finally generate collapsed.tsv only once at the end if missing? No, I should check existence of `collapsed.tsv` first to avoid re-generating.
    *   Wait, but what about BAM/BAI files? They are outputs too! The prompt says
