Thinking Process:

1.  **Analyze the Request:**
    *   Collapsed Table: Iterate through all 4 samples' VCFs, extract columns (`CHROM`, `POS`, `REF`, `ALT`, `AF`). Use `bcftools query` or similar? Or just standard text processing. I'll use `awk` (assuming allowed as shell utility) to parse the TSV output from bcftools if needed.
    *   Wait, BCFTOOLS 1.21 has a command `query`. It outputs fields in format specified by `-f`. This is perfect for collapsing without needing external text processing tools like awk/sed (if I can use them). But wait... "Use only tools listed". If `bcftools query` is allowed, it's great.
    *   Wait, the prompt says "Do not write to stderr/stdout beyond what tools naturally emit; do not use echo for user-facing prose." This implies minimal output during execution (except tool logs). I should avoid printing progress messages like "Processing sample...".
    *   Collapsed Table: Merge all 4 VCFs. `bcftools merge`? Or just concatenate and filter duplicates? Since samples are distinct, variants might overlap but be different alleles or same allele in different samples (haplotype). I need to combine them into one table with columns per sample? No, "collapsed.tsv" has columns: `sample`, `chrom`, `pos`, `ref`, `alt`, `af`. This implies a single row per variant across all samples.
    *   Wait, if the same position/variant exists in multiple samples... do I merge them or list each with its sample? The column "sample" suggests one row per (sample, variant). So it's like a union of variants from all 4 samples.
    *   Okay: Extract unique positions across all VCFs and aggregate AF info for that position/variant/sampleset combination? Or just output every occurrence with its sample name? The column "af" suggests allele frequency (0-1). If I have multiple samples, do I average them or pick one?
    *   Usually "collapsed.tsv" in this context means a table of all variants found across the dataset. Each row has `sample` indicating which sample it came from. So if variant X is in Sample 1 and Variant Y (same pos) is in Sample 2... they are separate rows with different samples? Or same position/variant but multiple AFs per sample?
    *   Given columns: `sample`, `chrom`, `pos`, `ref`, `alt`, `af`. This implies one row = one variant call from a specific sample. So I just need to extract all variants from each VCF and output them with the sample name, then combine into TSV (deduplicate if same pos/variant across samples? Or keep separate?).
    *   Usually "collapsed" means merging data sources. If Variant A is in Sample 1 and B is in Sample 2... they are different rows because of `sample` column. So I just need to extract all variants from each sample's VCF, add the sample name, sort/merge into one file.
    *   Wait, if a variant exists in multiple samples (e.g., same position, ref=ATG, alt=TGC)... do I output 4 rows or 1 row with combined AF? The column `sample` suggests it's per-sample data aggregated. So likely: For each sample, extract variants -> add sample name to header/row -> combine all into one file (deduplicate by position if possible? Or keep separate?).
    *   Given the columns don't include a "variant_id" or just pos/ref/alt... If I have same pos/ref/alt in multiple samples with different AFs, do I output 4 rows? Yes. So it's basically `cat` all VCFs (filtered to specific fields) and convert to TSV format.
    *   Wait, if the task implies "collapsed" as a summary table... Maybe average AF across samples for that position/variant? But column is just `sample`. I'll assume per-sample variant rows are fine unless specified otherwise ("one collapsed table"). Usually means one file containing all variants from all samples.
    *   Okay: Extract fields (`CHROM`, `POS`, `REF`, `ALT`) and AF (INFO.AF or FORMAT/AF). Use `bcftools query` to extract these specific columns for each sample, then combine into a single TSV with header added once at the end? Or just output all rows.
    *   Wait, I need to ensure idempotency of collapsed.tsv too? The prompt says "rerunning on a populated results/ directory must exit 0 without redoing work or erroring." So if `collapsed.tsv` exists... do I skip it? Yes. But the script should generate all outputs including VCFs and TSV. If some are missing, regenerate them.
    *   Wait, "rerunning on a populated results/ directory must exit 0 without redoing work". This implies checking existence of ALL output files (`{sample}.vcf.gz`, `collapsed.tsv`). If they exist... skip everything? Or just check per sample VCF and generate collapsed if missing? Usually idempotency means: "If outputs already generated, don't regenerate them." So I should check for all 4 samples' VCFs.
    *   Wait, the prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies checking if `results/{sample}.vcf.gz` exists (for each sample). If they do... skip processing that sample? And also check `collapsed.tsv`. If it exists... maybe don't regenerate.
    *   Okay, I'll add a check at the start: Check for all 4 VCFs and collapsed.tsv. If any are missing but others exist... generate only what's needed (e.g., if one VCF is missing). But wait, "without redoing work". So if `collapsed.tsv` exists, don't regenerate it even if I have partial data?
    *   Actually, the safest idempotency: Check for all 4 sample VCFs. If any are missing... process them (align/call) and then generate collapsed.tsv from scratch or update existing one? The prompt says "rerunning on a populated results/ directory must exit 0 without redoing work". This implies if `results` is fully populated, the script should just return success immediately.
    *   Wait, it's safer to check for all outputs and skip processing if they exist. If some are missing... regenerate them? But "without redoing work" usually means don't re-run alignment/calling on existing data (BAMs). So I'll generate BAM/VCF only if VCF is missing. Then update collapsed.tsv from the generated/available VCFs.
    *   Wait, to be strictly compliant with "rerunning... must exit 0 without redoing work": If `results` directory has all outputs, do nothing and exit 0.

7.  **Final Plan:**
    *   Check if any output files exist in `results/`. If ALL required (4 VCFs + collapsed.tsv) exist -> Exit 0 immediately? Or just check per sample? The prompt says "rerunning on a populated results/ directory". This implies the whole set is considered. I'll add a check: If all expected outputs (`{sample}.vcf.gz` for each of 4 samples AND `collapsed.tsv`) exist, exit 0 (do nothing).
    *   Otherwise... process missing VCFs (Align -> Sort/Index -> Call) and regenerate collapsed.tsv from available/updated data.
    *   Wait, I need to check if BAM files are needed? No, just generate output directly or skip alignment/calling if VCF exists. But wait, `results/{sample}.bam` is also an expected output! "Final outputs (per sample... results/{sample}.bam)". So I must ensure `.bam`, `.bai`, and `.vcf.gz`, `.tbi` exist too?
    *   Prompt: "Final outputs (per sample...)". This implies BAM, BAI, VCF, TBI are required. Collapsed.tsv is also required.
    *   Idempotency check: If all these files exist for a sample... skip processing that sample.
    *   So I'll loop over samples. For each sample: Check if `results/{sample}.vcf.gz` exists (as the main output). If yes, assume BAM/BAI also exist? Or regenerate them to be safe? The prompt says "Final outputs". I should ensure they are present.
    *   Okay, logic: Loop samples. For each sample: Check if `results/{sample}.vcf.gz` exists. If not... run pipeline (Align -> Sort/Index BAM/VCF). Then after all samples processed, generate collapsed.tsv from the VCFs.

8.  **Wait, One Constraint:** "Do not write to stderr/stdout beyond what tools naturally emit". I must avoid `echo`.
9.  **Tool Inventory Check:** `bcftools` is listed as version 1.21. It supports `-mv` mode? No, that's GATK. BCFTOOLS uses a model based on pileup depth and quality scores for calling variants (default). I'll use `mpileup -f ref.fa | call`.
    *   Wait, if I want to ensure AF is available... LoFreq calculates it better than standard BCFTOOLs MPILUP/Call. But BCFTOOLS 1.21 supports `-mv`? No. It has a flag for INFO.AF calculation (`-a`). Or just use FORMAT fields (e.g., `AD`).
    *   Actually, I'll assume the task expects standard variant calling output where AF is available in VCF or can be derived easily. Since it's mitochondrial data with high coverage... BCFTOOLS MPILUP/Call usually outputs INFO.AF if specified (`-a` flag). But default might not have it?
    *   Wait, I'll use `bcftools mpileup -f ref.fa ... | bcftools call -mv`. The `-m` mode uses a model that includes allele frequency estimation. This is good for heteroplasmy detection (which LoFreq does well). So using BCFTOOLS with `-m` flag satisfies the "Recommended" spirit while sticking to inventory tools and speed.
    *   Wait, `bcftools call -mv`: Does it exist in 1.21? Yes, `-m` is for model-based calling (similar to GATK HaplotypeCaller but simpler). It outputs VCF with AF info. This fits the requirement perfectly!

10. **Script Construction:**
    *   Shebang + set -euo pipefail.
    *   Define samples array: `M117-bl`, `M117-ch`, etc. (extract from filenames). Wait, I need to know which FASTQs belong to which sample. The prompt lists them explicitly in the dataset section. So hardcode the mapping? No "Do not hardcode any path outside current working directory". But samples are fixed names provided in task description ("M117-bl", etc.). Hardcoding filenames is allowed as they are part of the task definition (not system paths).
    *   Wait, I should check if `results/` exists. If not... create it? Or assume it does? "Write all outputs under results/". Usually implies directory creation or existence. I'll use `mkdir -p`. But wait, `set -e` means commands fail on error. So ensure directories exist before writing.
    *   Check idempotency: If any output file exists (VCFs + TSV), skip? Or just check if VCF is missing for a sample and regenerate it. I'll implement "If all required outputs exist, exit 0". This ensures no work is done on populated directory.

11. **Refining Idempotency:**
    *   The prompt says: "rerunning on a populated results/ directory must exit 0 without redoing work or erroring."
    *   So I should check if `results/{sample}.vcf.gz` exists for all samples AND `collapsed.tsv`. If yes -> Exit 0. Else -> Process missing ones and regenerate collapsed.tsv at the end (or incrementally).

12. **Final Output Format:**
    *   Script only, no markdown fences.
